Time Apple Generated,Time Of Click,Apple Type,Location,Apple's Speed,Reaction Time
1436964507.39391,,good,Pot,,
1436964514.611285,,good,Pot,,
1436964516.41633,,good,Pot,,
1436964524.245856,,good,Pot,,
1436964525.479479,,good,Pot,,
1436964527.871682,,good,Pot,,
1436964529.069168,,good,Pot,,
1436964535.69074,,good,Pot,,
1436964539.293705,,good,Pot,,
1436964542.904825,,good,Pot,,
1436964551.363887,,good,Pot,,
1436964564.58663,,good,Pot,,
1436964569.391458,,good,Pot,,
1436964573.615045,,good,Pot,,
1436964576.654654,,good,Pot,,
1436964580.283454,,good,Pot,,
1436964586.918277,,good,Pot,,
1436964595.94842,,good,Pot,,
1436964596.54624,,good,Pot,,
1436964613.437435,,good,Pot,,
1436964615.850902,,good,Pot,,
1436964620.056882,,good,Pot,,
1436964631.487016,,good,Pot,,
1436964632.089756,,good,Pot,,
1436964641.09179,,good,Pot,,
1436964651.307103,,good,Pot,,
1436964653.117766,,good,Pot,,
1436964653.718161,,good,Pot,,
1436964655.516685,,good,Pot,,
1436964662.14962,,good,Pot,,
1436964671.170804,,good,Pot,,
1436964671.776386,,good,Pot,,
1436964675.383922,,good,Pot,,
1436964679.597449,,good,Pot,,
1436964683.192331,,good,Pot,,
1436964689.245993,,good,Pot,,
1436964703.745234,,good,Pot,,
1436964715.183044,,good,Pot,,
1436964716.988179,,good,Pot,,
1436964727.852226,,good,Pot,,
1436964730.258571,,good,Pot,,
1436964733.884077,,good,Pot,,
1436964748.319014,,good,Pot,,
1436964759.22913,,good,Pot,,
1436964768.258783,,good,Pot,,
1436964769.45982,,good,Pot,,
1436964776.071335,,good,Pot,,
1436964799.603627,,good,Pot,,
1436964804.441838,,good,Pot,,
1436964808.674929,,good,Pot,,
1436964812.293034,,good,Pot,,
1436964824.948838,,good,Pot,,
1436964826.152554,,good,Pot,,
1436964830.364466,,good,Pot,,
1436964831.562331,,good,Pot,,
1436964834.57888,,good,Pot,,
1436964847.842371,,good,Pot,,
1436964854.44193,,good,Pot,,
1436964867.694012,,good,Pot,,
1436964869.494908,,good,Pot,,
1436964871.39369,,good,Pot,,
1436964881.124684,,good,Pot,,
1436964888.942866,,good,Pot,,
1436964891.982878,,good,Pot,,
1436964893.782407,,good,Pot,,
1436964897.439818,,good,Pot,,
1436964900.474208,,good,Pot,,
1436964902.288998,,good,Pot,,
1436964902.894012,,good,Pot,,
1436964907.139888,,good,Pot,,
1436964909.825999,,good,Pot,,
1436964923.206912,,good,Pot,,
1436964926.848231,,good,Pot,,
1436964935.419823,,good,Pot,,
1436964937.255708,,good,Pot,,
1436964943.961168,,good,Pot,,
1436964946.969198,,good,Pot,,
1436964949.98847,,good,Pot,,
1436964979.020491,,good,Pot,,
1436964983.332139,,good,Pot,,
1436964992.372145,,good,Pot,,
1436964994.791929,,good,Pot,,
1436964996.592451,,good,Pot,,
1436965003.235252,,good,Pot,,
1436965014.13325,,good,Pot,,
1436965021.550231,,good,Pot,,
1436965034.308744,,good,Pot,,
1436965038.019965,,good,Pot,,
1436965059.206574,,good,Pot,,
1436965063.432463,,good,Pot,,
1436965070.664456,,good,Pot,,
1436965071.265736,,good,Pot,,
1436965088.09183,,good,Pot,,
1436965093.49117,,good,Pot,,
1436965107.374902,,good,Pot,,
1436965108.577777,,good,Pot,,
1436965112.79046,,good,Pot,,
1436965115.188507,,good,Pot,,
1436965141.175878,,good,Pot,,
1436965147.780231,,good,Pot,,
1436965158.011833,,good,Pot,,
1436965159.815687,,good,Pot,,
1436965161.014341,,good,Pot,,
1436965162.224187,,good,Pot,,
1436965175.035077,,good,Pot,,
1436965181.10122,,good,Pot,,
1436965188.326635,,good,Pot,,
1436965203.426433,,good,Pot,,
1436965232.367699,,good,Pot,,
1436965234.180569,,good,Pot,,
1436965235.985094,,good,Pot,,
1436965243.222868,,good,Pot,,
1436965246.242589,,good,Pot,,
1436965251.65955,,good,Pot,,
1436965252.857618,,good,Pot,,
1436965256.478425,,good,Pot,,
1436965261.290331,,good,Pot,,
1436965262.490025,,good,Pot,,
1436965266.722252,,good,Pot,,
1436965275.163488,,good,Pot,,
1436965293.932094,,good,Pot,,
1436965294.550079,,good,Pot,,
1436965296.958188,,good,Pot,,
1436965302.391624,,good,Pot,,
1436965308.414215,,good,Pot,,
1436965309.61453,,good,Pot,,
1436965320.50068,,good,Pot,,
1436965327.711907,,good,Pot,,
1436965330.129289,,good,Pot,,
1436965344.62825,,good,Pot,,
1436965345.234144,,good,Pot,,
1436965362.134405,,good,Pot,,
1436965368.109815,,good,Pot,,
1436965374.144992,,good,Pot,,
1436965375.355806,,good,Pot,,
1436965376.556971,,good,Pot,,
1436965379.581574,,good,Pot,,
1436965380.185507,,good,Pot,,
1436965380.789684,,good,Pot,,
1436965381.391866,,good,Pot,,
1436965383.795332,,good,Pot,,
1436965384.396964,,good,Pot,,
1436965386.802951,,good,Pot,,
1436965387.407032,,good,Pot,,
1436965398.857284,,good,Pot,,
1436965399.457986,,good,Pot,,
1436965401.271992,,good,Pot,,
1436965411.504182,,good,Pot,,
1436965416.315279,,good,Pot,,
1436965421.141044,,good,Pot,,
1436965422.944055,,good,Pot,,
1436965424.143571,,good,Pot,,
1436965427.755156,,good,Pot,,
1436965428.354667,,good,Pot,,
1436965431.365941,,good,Pot,,
1436965432.588412,,good,Pot,,
1436965447.11082,,good,Pot,,
1436965450.155813,,good,Pot,,
1436965452.571953,,good,Pot,,
1436965456.774392,,good,Pot,,
1436965462.196256,,good,Pot,,
1436965462.796004,,good,Pot,,
1436965465.206497,,good,Pot,,
1436965465.807977,,good,Pot,,
1436965470.624574,,good,Pot,,
1436965471.22863,,good,Pot,,
1436965475.437316,,good,Pot,,
1436965485.681886,,good,Pot,,
1436965490.506213,,good,Pot,,
1436965494.73286,,good,Pot,,
1436965500.75909,,good,Pot,,
1436965510.428474,,good,Pot,,
1436965514.625092,,good,Pot,,
1436965520.02986,,good,Pot,,
1436965527.853912,,good,Pot,,
1436965529.656938,,good,Pot,,
1436965537.513785,,good,Pot,,
1436965541.105963,,good,Pot,,
1436965541.708873,,good,Pot,,
1436965543.519785,,good,Pot,,
1436965550.156726,,good,Pot,,
1436965563.437242,,good,Pot,,
1436965564.631641,,good,Pot,,
1436965574.855975,,good,Pot,,
1436965575.456739,,good,Pot,,
1436965578.455401,,good,Pot,,
1436965583.862468,,good,Pot,,
1436965588.09116,,good,Pot,,
1436965606.188747,,good,Pot,,
1436965621.277067,,good,Pot,,
1436965623.683986,,good,Pot,,
1436965634.534771,,good,Pot,,
1436965635.135038,,good,Pot,,
1436965641.762306,,good,Pot,,
1436965644.164198,,good,Pot,,
1436965644.762522,,good,Pot,,
1436965655.019388,,good,Pot,,
1436965660.418279,,good,Pot,,
1436965662.831433,,good,Pot,,
1436965671.909681,,good,Pot,,
1436965672.505732,,good,Pot,,
1436965677.313665,,good,Pot,,
1436965686.980558,,good,Pot,,
1436965689.986946,,good,Pot,,
1436965690.589237,,good,Pot,,
1436965700.210098,,good,Pot,,
1436965704.419153,,good,Pot,,
1436965706.226233,,good,Pot,,
1436965708.030203,,good,Pot,,
1436965712.851066,,good,Pot,,
1436965714.651983,,good,Pot,,
1436965720.075531,,good,Pot,,
1436965727.912637,,good,Pot,,
1436965734.536487,,good,Pot,,
1436965735.740603,,good,Pot,,
1436965738.149141,,good,Pot,,
1436965742.354598,,good,Pot,,
1436965742.959844,,good,Pot,,
1436965745.364432,,good,Pot,,
1436965750.784633,,good,Pot,,
1436965760.448102,,good,Pot,,
1436965764.062379,,good,Pot,,
1436965767.061261,,good,Pot,,
1436965767.664144,,good,Pot,,
1436965774.880729,,good,Pot,,
1436965782.113826,,good,Pot,,
1436965790.591624,,good,Pot,,
1436965795.402813,,good,Pot,,
1436965795.998836,,good,Pot,,
1436965797.805632,,good,Pot,,
1436965813.486368,,good,Pot,,
1436965825.60677,,good,Pot,,
1436965827.406816,,good,Pot,,
1436965828.011842,,good,Pot,,
1436965828.61581,,good,Pot,,
1436965830.422301,,good,Pot,,
1436965838.267295,,good,Pot,,
1436965844.265324,,good,Pot,,
1436965847.261752,,good,Pot,,
1436965849.061663,,good,Pot,,
1436965852.685151,,good,Pot,,
1436965857.48473,,good,Pot,,
1436965876.672022,,good,Pot,,
1436965879.68077,,good,Pot,,
1436965885.725842,,good,Pot,,
1436965904.373995,,good,Pot,,
1436965915.20372,,good,Pot,,
1436965920.678453,,good,Pot,,
1436965928.521621,,good,Pot,,
1436965937.602078,,good,Pot,,
1436965941.219244,,good,Pot,,
1436965943.010922,,good,Pot,,
1436965960.562686,,good,Pot,,
1436965983.446408,,good,Pot,,
1436965987.646423,,good,Pot,,
1436965988.243549,,good,Pot,,
1436965989.437861,,good,Pot,,
1436965990.636127,,good,Pot,,
1436966011.723282,,good,Pot,,
1436966014.728484,,good,Pot,,
1436966016.521017,,good,Pot,,
1436966018.315359,,good,Pot,,
1436966020.124157,,good,Pot,,
1436966021.926396,,good,Pot,,
1436966022.525988,,good,Pot,,
1436966027.330981,,good,Pot,,
1436966032.132772,,good,Pot,,
1436966046.575667,,good,Pot,,
1436966057.44289,,good,Pot,,
1436966061.056735,,good,Pot,,
1436966063.470534,,good,Pot,,
1436966066.474552,,good,Pot,,
1436966067.678799,,good,Pot,,
1436966091.21029,,good,Pot,,
1436966099.643171,,good,Pot,,
1436966103.892549,,good,Pot,,
1436966108.71868,,good,Pot,,
1436966114.735585,,good,Pot,,
1436966123.152934,,good,Pot,,
1436966129.182149,,good,Pot,,
1436966137.640645,,good,Pot,,
1436966142.453592,,good,Pot,,
1436966155.834778,,good,Pot,,
1436966158.875817,,good,Pot,,
1436966168.550028,,good,Pot,,
1436966169.146945,,good,Pot,,
1436966173.38495,,good,Pot,,
1436966179.408403,,good,Pot,,
1436966181.834854,,good,Pot,,
1436966187.261651,,good,Pot,,
1436966191.464264,,good,Pot,,
1436966193.885539,,good,Pot,,
1436966196.292841,,good,Pot,,
1436966204.121239,,good,Pot,,
1436966206.529324,,good,Pot,,
1436966212.577602,,good,Pot,,
1436966217.391567,,good,Pot,,
1436966220.401513,,good,Pot,,
1436966230.090104,,good,Pot,,
1436966232.516489,,good,Pot,,
1436966243.118532,,good,Pot,,
1436966245.58116,,good,Pot,,
1436966254.037677,,good,Pot,,
1436966267.863783,,good,Pot,,
1436966268.464341,,good,Pot,,
1436966276.939555,,good,Pot,,
1436966278.142761,,good,Pot,,
1436966278.749415,,good,Pot,,
1436966282.353537,,good,Pot,,
1436966283.549904,,good,Pot,,
1436966285.530081,,good,Pot,,
1436966294.729812,,good,Pot,,
1436966298.35374,,good,Pot,,
1436966299.562737,,good,Pot,,
1436966310.991288,,good,Pot,,
1436966312.811315,,good,Pot,,
1436966315.270583,,good,Pot,,
1436966319.516725,,good,Pot,,
1436966322.132228,,good,Pot,,
1436966330.969142,,good,Pot,,
1436966332.953559,,good,Pot,,
1436966336.218779,,good,Pot,,
1436966352.324423,,good,Pot,,
1436966360.922454,,good,Pot,,
1436966369.949567,,good,Pot,,
1436966371.154342,,good,Pot,,
1436966374.165477,,good,Pot,,
1436966380.176349,,good,Pot,,
1436966381.375442,,good,Pot,,
1436966381.976782,,good,Pot,,
1436966382.577595,,good,Pot,,
1436966384.974929,,good,Pot,,
1436966387.983741,,good,Pot,,
1436966389.781622,,good,Pot,,
1436966390.378456,,good,Pot,,
1436966393.383445,,good,Pot,,
1436966396.989932,,good,Pot,,
1436966413.22498,,good,Pot,,
1436966424.070883,,good,Pot,,
1436966427.074539,,good,Pot,,
1436966430.676882,,good,Pot,,
1436966441.511236,,good,Pot,,
1436966449.348622,,good,Pot,,
1436966450.552647,,good,Pot,,
1436966459.540396,,good,Pot,,
1436966460.143658,,good,Pot,,
1436966465.558772,,good,Pot,,
1436966475.245668,,good,Pot,,
1436966481.283949,,good,Pot,,
1436966483.691141,,good,Pot,,
1436966513.783885,,good,Pot,,
1436966525.216664,,good,Pot,,
1436966526.410684,,good,Pot,,
1436966536.035831,,good,Pot,,
1436966540.258356,,good,Pot,,
1436966543.258014,,good,Pot,,
1436966548.072684,,good,Pot,,
1436966549.275493,,good,Pot,,
1436966552.282345,,good,Pot,,
1436966561.908994,,good,Pot,,
1436966575.73221,,good,Pot,,
1436966585.960133,,good,Pot,,
1436966620.848332,,good,Pot,,
1436966625.069936,,good,Pot,,
1436966626.266453,,good,Pot,,
1436966629.264726,,good,Pot,,
1436966629.869564,,good,Pot,,
1436966630.469747,,good,Pot,,
1436966632.876776,,good,Pot,,
1436966635.877311,,good,Pot,,
1436966645.514425,,good,Pot,,
1436966649.72026,,good,Pot,,
1436966650.922284,,good,Pot,,
1436966652.123806,,good,Pot,,
1436966653.920508,,good,Pot,,
1436966655.728591,,good,Pot,,
1436966666.561934,,good,Pot,,
1436966668.968365,,good,Pot,,
1436966672.565954,,good,Pot,,
1436966675.575797,,good,Pot,,
1436966677.381012,,good,Pot,,
1436966679.177325,,good,Pot,,
1436966686.394602,,good,Pot,,
1436966688.206676,,good,Pot,,
1436966708.634036,,good,Pot,,
1436966709.23622,,good,Pot,,
1436966718.246573,,good,Pot,,
1436966719.44156,,good,Pot,,
1436966721.856476,,good,Pot,,
1436966726.052169,,good,Pot,,
1436966729.058454,,good,Pot,,
1436966736.261401,,good,Pot,,
1436966737.467448,,good,Pot,,
1436966747.080356,,good,Pot,,
1436966759.698172,,good,Pot,,
1436966760.897937,,good,Pot,,
1436966765.093441,,good,Pot,,
1436966766.297434,,good,Pot,,
1436966795.295531,,good,Pot,,
1436966806.127285,,good,Pot,,
1436966810.325622,,good,Pot,,
1436966821.236387,,good,Pot,,
1436966822.44607,,good,Pot,,
1436966829.659768,,good,Pot,,
1436966835.1515,,good,Pot,,
1436966835.747086,,good,Pot,,
1436966836.951651,,good,Pot,,
1436966838.159667,,good,Pot,,
1436966843.592339,,good,Pot,,
1436966845.393472,,good,Pot,,
1436966846.010554,,good,Pot,,
1436966857.433562,,good,Pot,,
1436966858.640526,,good,Pot,,
1436966866.44523,,good,Pot,,
1436966874.256219,,good,Pot,,
1436966879.058737,,good,Pot,,
1436966885.652355,,good,Pot,,
1436966887.457049,,good,Pot,,
1436966888.054698,,good,Pot,,
1436966897.071824,,good,Pot,,
1436966917.493995,,good,Pot,,
1436966924.139701,,good,Pot,,
1436966926.539443,,good,Pot,,
1436966927.736375,,good,Pot,,
1436966939.160565,,good,Pot,,
1436966940.965365,,good,Pot,,
1436966950.025716,,good,Pot,,
1436966951.839939,,good,Pot,,
1436966956.659491,,good,Pot,,
1436966963.872828,,good,Pot,,
1436966967.478559,,good,Pot,,
1436966968.083769,,good,Pot,,
1436966976.488263,,good,Pot,,
1436966977.090831,,good,Pot,,
1436966981.893892,,good,Pot,,
1436966983.097393,,good,Pot,,
1436967003.62351,,good,Pot,,
1436967004.226843,,good,Pot,,
1436967016.873779,,good,Pot,,
1436967032.531651,,good,Pot,,
1436967033.133605,,good,Pot,,
1436967042.752062,,good,Pot,,
1436967048.744135,,good,Pot,,
1436967067.377303,,good,Pot,,
1436967077.586203,,good,Pot,,
1436967078.792577,,good,Pot,,
1436967082.400104,,good,Pot,,
1436967087.195596,,good,Pot,,
1436967090.792965,,good,Pot,,
1436967092.599159,,good,Pot,,
1436967093.793801,,good,Pot,,
1436967096.789108,,good,Pot,,
1436967100.97779,,good,Pot,,
1436967116.010594,,good,Pot,,
1436967120.814846,,good,Pot,,
1436967123.816421,,good,Pot,,
1436967126.830515,,good,Pot,,
1436967128.03369,,good,Pot,,
1436967141.363226,,good,Pot,,
1436967142.570253,,good,Pot,,
1436967152.191047,,good,Pot,,
1436967154.604139,,good,Pot,,
1436967160.012283,,good,Pot,,
1436967161.214227,,good,Pot,,
1436967179.848862,,good,Pot,,
1436967186.454946,,good,Pot,,
1436967194.264988,,good,Pot,,
1436967199.079446,,good,Pot,,
1436967200.892894,,good,Pot,,
1436967201.491371,,good,Pot,,
1436967202.09162,,good,Pot,,
1436967209.291616,,good,Pot,,
1436967218.299593,,good,Pot,,
1436967218.899217,,good,Pot,,
1436967221.904195,,good,Pot,,
1436967229.106275,,good,Pot,,
1436967237.527378,,good,Pot,,
1436967240.527951,,good,Pot,,
1436967243.524017,,good,Pot,,
1436967246.526752,,good,Pot,,
1436967257.319863,,good,Pot,,
1436967268.108084,,good,Pot,,
1436967269.309797,,good,Pot,,
1436967269.909007,,good,Pot,,
1436967291.507512,,good,Pot,,
1436967295.702678,,good,Pot,,
1436967296.926277,,good,Pot,,
1436967301.129803,,good,Pot,,
1436967302.924847,,good,Pot,,
1436967320.328856,,good,Pot,,
1436967325.126674,,good,Pot,,
1436967338.350626,,good,Pot,,
1436967343.756974,,good,Pot,,
1436967347.978079,,good,Pot,,
1436967356.991157,,good,Pot,,
1436967358.193888,,good,Pot,,
1436967362.385097,,good,Pot,,
1436967365.392431,,good,Pot,,
1436967369.595565,,good,Pot,,
1436967377.376273,,good,Pot,,
1436967379.777982,,good,Pot,,
1436967385.781989,,good,Pot,,
1436967389.971716,,good,Pot,,
1436967400.178922,,good,Pot,,
1436967406.174337,,good,Pot,,
1436967410.376848,,good,Pot,,
1436967415.17295,,good,Pot,,
1436967420.580956,,good,Pot,,
1436967423.575496,,good,Pot,,
1436967425.377089,,good,Pot,,
1436967426.573102,,good,Pot,,
1436967427.175069,,good,Pot,,
1436967428.3905,,good,Pot,,
1436967432.030116,,good,Pot,,
1436967447.641204,,good,Pot,,
1436967452.455103,,good,Pot,,
1436967453.653943,,good,Pot,,
1436967460.858395,,good,Pot,,
1436967463.871816,,good,Pot,,
1436967471.084267,,good,Pot,,
1436967475.297129,,good,Pot,,
1436967475.898852,,good,Pot,,
1436967477.709625,,good,Pot,,
1436967487.307721,,good,Pot,,
1436967489.105953,,good,Pot,,
1436967505.902712,,good,Pot,,
1436967511.291489,,good,Pot,,
1436967513.107732,,good,Pot,,
1436967516.714502,,good,Pot,,
1436967531.712126,,good,Pot,,
1436967539.508516,,good,Pot,,
1436967547.308048,,good,Pot,,
1436967554.553667,,good,Pot,,
1436967556.950598,,good,Pot,,
1436967565.96816,,good,Pot,,
1436967574.944728,,good,Pot,,
1436967584.021565,,good,Pot,,
1436967599.052651,,good,Pot,,
1436967605.031742,,good,Pot,,
1436967614.028698,,good,Pot,,
1436967618.838119,,good,Pot,,
1436967621.85259,,good,Pot,,
1436967625.464956,,good,Pot,,
1436967630.262214,,good,Pot,,
1436967632.665018,,good,Pot,,
1436967642.883279,,good,Pot,,
1436967645.279448,,good,Pot,,
1436967654.893743,,good,Pot,,
1436967658.498019,,good,Pot,,
1436967665.115446,,good,Pot,,
1436967683.722044,,good,Pot,,
1436967686.735741,,good,Pot,,
1436967689.744213,,good,Pot,,
1436967697.550936,,good,Pot,,
1436967699.954243,,good,Pot,,
1436967715.582431,,good,Pot,,
1436967716.180221,,good,Pot,,
1436967717.984411,,good,Pot,,
1436967718.58027,,good,Pot,,
1436967732.394301,,good,Pot,,
1436967737.21823,,good,Pot,,
1436967738.426156,,good,Pot,,
1436967739.630649,,good,Pot,,
1436967747.436069,,good,Pot,,
1436967755.847433,,good,Pot,,
1436967757.647966,,good,Pot,,
1436967760.656062,,good,Pot,,
1436967766.061735,,good,Pot,,
1436967772.07595,,good,Pot,,
1436967790.723489,,good,Pot,,
1436967798.539741,,good,Pot,,
1436967799.141427,,good,Pot,,
1436967799.744164,,good,Pot,,
1436967801.547183,,good,Pot,,
1436967802.145789,,good,Pot,,
1436967804.546486,,good,Pot,,
1436967811.153615,,good,Pot,,
1436967814.764422,,good,Pot,,
1436967818.973833,,good,Pot,,
1436967822.583341,,good,Pot,,
1436967826.18208,,good,Pot,,
1436967840.608566,,good,Pot,,
1436967853.820781,,good,Pot,,
1436967858.02499,,good,Pot,,
1436967862.233386,,good,Pot,,
1436967864.630366,,good,Pot,,
1436967865.225589,,good,Pot,,
1436967871.236745,,good,Pot,,
1436967876.654697,,good,Pot,,
1436967880.863199,,good,Pot,,
1436967897.660589,,good,Pot,,
1436967900.058142,,good,Pot,,
1436967904.860635,,good,Pot,,
1436967921.657065,,good,Pot,,
1436967927.059597,,good,Pot,,
1436967933.06689,,good,Pot,,
1436967936.076386,,good,Pot,,
1436967937.285337,,good,Pot,,
1436967951.713238,,good,Pot,,
1436967960.132387,,good,Pot,,
1436967964.329867,,good,Pot,,
1436967980.551987,,good,Pot,,
1436967985.9708,,good,Pot,,
1436967994.968547,,good,Pot,,
1436967997.986738,,good,Pot,,
1436968005.194997,,good,Pot,,
1436968011.801446,,good,Pot,,
1436968024.577167,,good,Pot,,
1436968036.584083,,good,Pot,,
1436968041.392387,,good,Pot,,
1436968043.793411,,good,Pot,,
1436968048.605962,,good,Pot,,
1436968050.420162,,good,Pot,,
1436968060.639133,,good,Pot,,
1436968063.042193,,good,Pot,,
1436968065.444414,,good,Pot,,
1436968069.039727,,good,Pot,,
1436968073.850716,,good,Pot,,
1436968076.852693,,good,Pot,,
1436968081.055922,,good,Pot,,
1436968087.064278,,good,Pot,,
1436968098.4728,,good,Pot,,
1436968103.278334,,good,Pot,,
1436968115.896646,,good,Pot,,
1436968117.698118,,good,Pot,,
1436968120.706324,,good,Pot,,
1436968127.306155,,good,Pot,,
1436968164.548875,,good,Pot,,
1436968171.160143,,good,Pot,,
1436968176.587489,,good,Pot,,
1436968177.79238,,good,Pot,,
1436968181.397783,,good,Pot,,
1436968185.592485,,good,Pot,,
1436968191.003715,,good,Pot,,
1436968192.805195,,good,Pot,,
1436968200.616307,,good,Pot,,
1436968203.025163,,good,Pot,,
1436968207.844468,,good,Pot,,
1436968209.641039,,good,Pot,,
1436968219.241942,,good,Pot,,
1436968227.666741,,good,Pot,,
1436968229.478989,,good,Pot,,
1436968233.086594,,good,Pot,,
1436968236.087379,,good,Pot,,
1436968243.282052,,good,Pot,,
1436968254.110792,,good,Pot,,
1436968255.925452,,good,Pot,,
1436968268.536466,,good,Pot,,
1436968278.150505,,good,Pot,,
1436968279.959352,,good,Pot,,
1436968284.182752,,good,Pot,,
1436968285.383453,,good,Pot,,
1436968293.200834,,good,Pot,,
1436968311.815609,,good,Pot,,
1436968314.217621,,good,Pot,,
1436968319.626629,,good,Pot,,
1436968323.233838,,good,Pot,,
1436968329.840081,,good,Pot,,
1436968330.442664,,good,Pot,,
1436968331.64418,,good,Pot,,
1436968333.446419,,good,Pot,,
1436968335.850393,,good,Pot,,
1436968336.449418,,good,Pot,,
1436968340.655389,,good,Pot,,
1436968341.855969,,good,Pot,,
1436968349.663872,,good,Pot,,
1436968364.074216,,good,Pot,,
1436968364.672928,,good,Pot,,
1436968366.481858,,good,Pot,,
1436968369.476999,,good,Pot,,
1436968370.676669,,good,Pot,,
1436968382.080771,,good,Pot,,
1436968398.908233,,good,Pot,,
1436968402.510223,,good,Pot,,
1436968408.515248,,good,Pot,,
1436968419.94847,,good,Pot,,
1436968421.746074,,good,Pot,,
1436968424.150525,,good,Pot,,
1436968425.952146,,good,Pot,,
1436968429.558487,,good,Pot,,
1436968432.562616,,good,Pot,,
1436968433.161584,,good,Pot,,
1436968434.358184,,good,Pot,,
1436968436.757718,,good,Pot,,
1436968441.563257,,good,Pot,,
1436968443.375679,,good,Pot,,
1436968462.599538,,good,Pot,,
1436968466.214481,,good,Pot,,
1436968467.413465,,good,Pot,,
1436968468.613039,,good,Pot,,
1436968480.620298,,good,Pot,,
1436968493.231483,,good,Pot,,
1436968496.23688,,good,Pot,,
1436968499.842981,,good,Pot,,
1436968504.042237,,good,Pot,,
1436968504.643132,,good,Pot,,
1436968510.996105,,good,Pot,,
1436968523.630113,,good,Pot,,
1436968530.842652,,good,Pot,,
1436968532.046673,,good,Pot,,
1436968539.864414,,good,Pot,,
1436968541.659262,,good,Pot,,
1436968545.861909,,good,Pot,,
1436968578.870976,,good,Pot,,
1436968580.674113,,good,Pot,,
1436968584.885476,,good,Pot,,
1436968592.091499,,good,Pot,,
1436968605.907985,,good,Pot,,
1436968613.712532,,good,Pot,,
1436968620.91242,,good,Pot,,
1436968622.71862,,good,Pot,,
1436968626.331995,,good,Pot,,
1436968631.723015,,good,Pot,,
1436968632.325033,,good,Pot,,
1436968635.92479,,good,Pot,,
1436968640.730016,,good,Pot,,
1436968641.931912,,good,Pot,,
1436968647.935287,,good,Pot,,
1436968656.355945,,good,Pot,,
1436968671.996077,,good,Pot,,
1436968677.397541,,good,Pot,,
1436968678.598413,,good,Pot,,
1436968692.422176,,good,Pot,,
1436968697.229515,,good,Pot,,
1436968702.624605,,good,Pot,,
1436968703.230742,,good,Pot,,
1436968717.042456,,good,Pot,,
1436968718.251616,,good,Pot,,
1436968720.654769,,good,Pot,,
1436968721.255173,,good,Pot,,
1436968722.457067,,good,Pot,,
1436968724.260025,,good,Pot,,
1436968727.265092,,good,Pot,,
1436968736.862285,,good,Pot,,
1436968738.060253,,good,Pot,,
1436968742.864381,,good,Pot,,
1436968744.670245,,good,Pot,,
1436968745.877912,,good,Pot,,
1436968754.898039,,good,Pot,,
1436968759.711162,,good,Pot,,
1436968762.710844,,good,Pot,,
1436968763.903718,,good,Pot,,
1436968767.514247,,good,Pot,,
1436968786.743949,,good,Pot,,
1436968792.746368,,good,Pot,,
1436968799.948096,,good,Pot,,
1436968804.145674,,good,Pot,,
1436968804.74651,,good,Pot,,
1436968811.962344,,good,Pot,,
1436968814.97823,,good,Pot,,
1436968815.578484,,good,Pot,,
1436968817.981629,,good,Pot,,
1436968828.812377,,good,Pot,,
1436968834.219461,,good,Pot,,
1436968846.842121,,good,Pot,,
1436968849.247659,,good,Pot,,
1436968850.442584,,good,Pot,,
1436968851.038941,,good,Pot,,
1436968853.442579,,good,Pot,,
1436968862.452708,,good,Pot,,
1436968867.845679,,good,Pot,,
1436968873.843732,,good,Pot,,
1436968876.245645,,good,Pot,,
1436968885.840116,,good,Pot,,
1436968888.23977,,good,Pot,,
1436968891.863044,,good,Pot,,
1436968900.276032,,good,Pot,,
1436968903.271296,,good,Pot,,
1436968904.478513,,good,Pot,,
1436968905.080026,,good,Pot,,
1436968915.888262,,good,Pot,,
1436968924.30488,,good,Pot,,
1436968927.909961,,good,Pot,,
1436968930.315867,,good,Pot,,
1436968944.748484,,good,Pot,,
1436968950.159816,,good,Pot,,
1436968950.762094,,good,Pot,,
1436968953.164496,,good,Pot,,
1436968955.897681,,good,Pot,,
1436968958.303114,,good,Pot,,
1436968960.711833,,good,Pot,,
1436968964.322317,,good,Pot,,
1436968966.120959,,good,Pot,,
1436968968.522484,,good,Pot,,
1436968973.32101,,good,Pot,,
1436968975.726485,,good,Pot,,
1436968983.54513,,good,Pot,,
1436968985.354092,,good,Pot,,
1436968987.158487,,good,Pot,,
1436969005.784424,,good,Pot,,
1436969023.814388,,good,Pot,,
1436969024.414842,,good,Pot,,
1436969035.235835,,good,Pot,,
1436969040.026008,,good,Pot,,
1436969047.846397,,good,Pot,,
1436969064.080404,,good,Pot,,
1436969066.487931,,good,Pot,,
1436969070.685375,,good,Pot,,
1436969073.081234,,good,Pot,,
1436969075.477365,,good,Pot,,
1436969079.700352,,good,Pot,,
1436969080.302579,,good,Pot,,
1436969081.506505,,good,Pot,,
1436969083.309676,,good,Pot,,
1436969095.958731,,good,Pot,,
1436969101.963555,,good,Pot,,
1436969106.161837,,good,Pot,,
1436969119.960246,,good,Pot,,
1436969120.558053,,good,Pot,,
1436969125.361669,,good,Pot,,
1436969126.565126,,good,Pot,,
1436969133.169084,,good,Pot,,
1436969133.770315,,good,Pot,,
1436969152.37655,,good,Pot,,
1436969159.591607,,good,Pot,,
1436969161.398866,,good,Pot,,
1436969163.802062,,good,Pot,,
1436969164.404999,,good,Pot,,
1436969168.007946,,good,Pot,,
1436969171.008597,,good,Pot,,
1436969186.023975,,good,Pot,,
